"VARIABLE","UNIT","COUNTRY","TIME_FORMAT","POWERCODE","obsTime","obsValue","OBS_STATUS","UNIT_label","VARIABLE_label"
"T-PASS-RD-CAR","PKM","SRB","P1Y","6","1988",14987,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SRB","P1Y","6","1989",16590,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SRB","P1Y","6","1990",16015,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SRB","P1Y","6","1991",14892,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SRB","P1Y","6","1992",12181,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SRB","P1Y","6","1993",4456,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SRB","P1Y","6","1994",7976,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","DNK","P1Y","6","2013",60854,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","DNK","P1Y","6","2014",60195,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","DNK","P1Y","6","2015",60862,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","DNK","P1Y","6","2016",60071,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1977",72800,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1978",74800,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1979",76300,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1980",76800,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1981",76200,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1982",77000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1983",78200,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1984",78800,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1985",81200,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1986",81700,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1987",86400,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1988",90600,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1989",94600,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1990",94900,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1991",95500,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1992",96600,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1993",94600,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","SWE","P1Y","6","1994",95700,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1970",182679,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1971",212503,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1972",226119,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1973",240221,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1974",246501,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1975",265186,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1976",276133,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1977",281397,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1978",313112,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1979",338485,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1980",341492,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1981",347609,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1982",365155,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1983",378188,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1984",382336,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1985",402650,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1986",414954,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1987",632346,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1988",692612,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1989",754267,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1990",760080,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1991",776422,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1992",795070,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1993",798538,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1994",807664,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1995",829713,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1996",846066,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1997",861057,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1998",871840,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","1999",874054,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","2000",869669,"B","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","2001",873053,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","HUN","P1Y","6","1996",45600,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","KOR","P1Y","6","2001",224571,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","2004",864412,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","2005",848739,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","2006",833863,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","1989",2633,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","1990",2667,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","1991",2942,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","1992",2960,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","1993",2953,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","1994",3048,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","1995",3078,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","1996",3248,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","1997",3319,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","1998",3415,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","1999",3646,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2000",3765,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2001",3950,"E","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2002",4060,"E","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2003",4174,"E","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2004",4301,"E","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2005",4558,"E","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2006",4833,"E","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2007",5077,"E","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2008",4950,"E","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2009",5003,"E","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","DEU","P1Y","6","1989",573700,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","DEU","P1Y","6","1990",593200,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","DEU","P1Y","6","1991",699900,"B","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","DEU","P1Y","6","1992",719100,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2014",5226,"E","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2015",5578,"E","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2016",6468,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1970",283000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1971",298000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1972",312000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1973",328000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1974",317000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1975",315000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1976",330000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1977",335000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1978",348000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1979",345000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1980",367000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1981",373000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1982",385000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1983",390000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1984",410000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1985",419000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1986",465000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1987",5e+05,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1988",536000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1989",581000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1990",588000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1991",582000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1992",583000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1993",607100,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1994",614000,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1995",617900,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1996",622300,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1997",632400,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1998",635700,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","1999",642100,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","2000",638566,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","2001",651396,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","2002",672719,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","2003",668525,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","2004",672843,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","2005",667157,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","2006",672444,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","2007",673860,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","2008",666024,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","2009",661194,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","2010",644023,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","2011",641620,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","2012",645123,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","2013",640560,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","2014",654364,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","GBR","P1Y","6","2015",657597,"P","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","1984",32050,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","1985",36888,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","1986",39488,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","1987",41243,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","1988",42038,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","1989",42594,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","1990",42696,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","1991",42252,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","1992",42390,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","1993",43128,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","1994",43605,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","1995",43659,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","1996",45217,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","1997",46078,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","1998",47294,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","1999",48233,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","2000",49055,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","2001",50226,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","2002",51478,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","2003",52127,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","2004",52606,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","2005",52400,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","2006",53302,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","2007",54866,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","2008",55956,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","2009",56536,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","2010",57037,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","2011",58029,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","2012",58701,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","2013",59407,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","2014",60785,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","NOR","P1Y","6","2015",62391,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","1984",355231,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","1985",373700,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","1986",394375,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","1987",427202,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","1988",465430,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","1989",480615,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","1990",522593,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","1991",538265,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","1992",590449,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","1993",588279,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","2002",873024,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","JPN","P1Y","6","2003",871101,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","1996",627383,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","1997",638837,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","1998",662545,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","1999",663319,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2000",713931,"B","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2001",717683,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2002",711733,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2003",710988,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2004",716060,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2005",677014,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2006",676255,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2007",677056,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2008",676359,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2009",719912,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2010",698390,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2011",665328,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2012",578668,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2013",620368,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2014",642920,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2015",676350,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ITA","P1Y","6","2016",704542,"E","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ESP","P1Y","6","1970",64346,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ESP","P1Y","6","1971",74047,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ESP","P1Y","6","1972",82448,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2010",4958,"E","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2011",4777,"E","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2012",4832,"E","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ISL","P1Y","6","2013",4971,"E","Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ESP","P1Y","6","1977",112550,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ESP","P1Y","6","1978",119233,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ESP","P1Y","6","1979",125632,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ESP","P1Y","6","1980",130896,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
"T-PASS-RD-CAR","PKM","ESP","P1Y","6","1981",131810,NA,"Passenger-kilometres","Road passenger transport by passenger cars"
