"VARIABLE","UNIT","COUNTRY","MEASURE","TIME_FORMAT","POWERCODE","obsTime","obsValue","UNIT_label","VARIABLE_label","label.y"
"I-CPV-SEA","EUR","LVA","EUR_CONST","P1Y","0","2008",NA,"M","Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","ARM","EUR","P1Y","0","1995",NA,"M","Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","LVA","EUR_CONST","P1Y","0","2012",NA,"M","Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","NOR","EUR_CONST","P1Y","0","2014",NA,"M","Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","DEU","EUR_CONST","P1Y","0","2011",905664072,NA,"Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","ARM","EUR","P1Y","0","2002",NA,"M","Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","AMD","ARM","NAT","P1Y","0","1999",NA,"M","Armenian Dram","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","DEU","NAT","P1Y","0","2007",6.4e+08,NA,"Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","AMD","ARM","NAT","P1Y","0","2012",NA,"M","Armenian Dram","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","DEU","EUR_CONST","P1Y","0","2007",661731254,NA,"Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","ARM","EUR","P1Y","0","1996",NA,"M","Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","AMD","ARM","NAT","P1Y","0","2013",NA,"M","Armenian Dram","Maritime port infrastructure capital value"
"I-CPV-SEA","NOK","NOR","NAT","P1Y","0","1998",NA,"M","Norwegian Krone","Maritime port infrastructure capital value"
"I-CPV-SEA","AMD","ARM","NAT","P1Y","0","2014",NA,"M","Armenian Dram","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","NOR","EUR_CONST","P1Y","0","2013",NA,"M","Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","DEU","NAT","P1Y","0","2011",9.25e+08,NA,"Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","LVA","EUR_CONST","P1Y","0","2010",NA,"M","Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","DEU","NAT","P1Y","0","2013",7.8e+08,NA,"Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","NOK","NOR","NAT","P1Y","0","2004",NA,"M","Norwegian Krone","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","NOR","EUR","P1Y","0","2006",NA,"M","Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","NOK","NOR","NAT","P1Y","0","1996",NA,"M","Norwegian Krone","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","LVA","EUR","P1Y","0","1999",NA,"M","Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","ARM","EUR_CONST","P1Y","0","2003",NA,"M","Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","AMD","ARM","NAT","P1Y","0","2015",NA,"M","Armenian Dram","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","LTU","NAT","P1Y","0","2015",4.3e+08,NA,"Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","ARM","EUR","P1Y","0","1997",NA,"M","Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","NOK","NOR","NAT","P1Y","0","2006",NA,"M","Norwegian Krone","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","LVA","EUR_CONST","P1Y","0","2002",NA,"M","Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","DEU","NAT","P1Y","0","2012",8.9e+08,NA,"Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","DEU","NAT","P1Y","0","2003",4.4e+08,NA,"Euro","Maritime port infrastructure capital value"
"I-CPV-SEA","NOK","NOR","NAT","P1Y","0","2005",NA,"M","Norwegian Krone","Maritime port infrastructure capital value"
"I-CPV-SEA","AMD","ARM","NAT","P1Y","0","2006",NA,"M","Armenian Dram","Maritime port infrastructure capital value"
"I-CPV-SEA","EUR","DEU","EUR_CONST","P1Y","0","2005",604191179,NA,"Euro","Maritime port infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","1997",35866229429,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR","P1Y","0","2014",4.4718e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR","P1Y","0","2012",4.2948e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","ILS","ISR","NAT","P1Y","0","1999",35190657445,NA,"New Israeli Sheqel","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR","P1Y","0","2011",4.1068e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","NAT","P1Y","0","2006",3.2302e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR","P1Y","0","2013",4.3746e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","CHE","EUR_CONST","P1Y","0","1999",51024592685,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","1996",34441213444,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","USA","EUR_CONST","P1Y","0","1996",1725743332576,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","1999",38121953812,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ARM","EUR","P1Y","0","2004",3924522,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","1995",33085923731,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","NAT","P1Y","0","2008",3.7837e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ISR","EUR_CONST","P1Y","0","2002",16857019607,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","2001",39609591633,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","NOK","NOR","NAT","P1Y","0","1998",1.88788e+11,NA,"Norwegian Krone","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","CHE","EUR_CONST","P1Y","0","2009",50091901113,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","AMD","ARM","NAT","P1Y","0","2010",23675600000,NA,"Armenian Dram","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ARM","EUR","P1Y","0","2009",76806026,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","1999",20387763715,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","GBR","EUR","P1Y","0","2014",601122208163,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","NAT","P1Y","0","2007",3.4601e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","2005",1.5081e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","LVA","NAT","P1Y","0","2000",3414247966,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","LVA","EUR","P1Y","0","2012",7986624844,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","2013",54033811113,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","1998",37327608363,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","CHF","CHE","NAT","P1Y","0","2004",6.4455e+10,NA,"Swiss Franc","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","2002",2.0237e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR_CONST","P1Y","0","1999",56366842054,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","2001",18823211299,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","2006",43033589744,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR_CONST","P1Y","0","1996",52231062709,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","CHE","EUR_CONST","P1Y","0","1995",51424237981,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR_CONST","P1Y","0","2001",20708970117,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","2003",1.9838e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","1998",17061810036,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","2009",1.7953e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","2000",38633238651,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","2002",40219651183,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR","P1Y","0","2011",80969899666,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","ILS","ISR","NAT","P1Y","0","2009",100480209180,NA,"New Israeli Sheqel","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ARM","EUR","P1Y","0","2015",18317044,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ARM","EUR_CONST","P1Y","0","2015",15048967,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR_CONST","P1Y","0","1997",54607764895,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ISR","EUR","P1Y","0","1997",7374164110,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","NOK","NOR","NAT","P1Y","0","1997",1.77728e+11,NA,"Norwegian Krone","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR_CONST","P1Y","0","2015",39937339738,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","2012",1.7046e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","2014",62378705094,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","2007",44107927287,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","2009",47076172001,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","CHE","EUR_CONST","P1Y","0","2002",51563051642,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR_CONST","P1Y","0","2001",58087229123,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","AMD","ARM","NAT","P1Y","0","2015",9713400000,NA,"Armenian Dram","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","USA","EUR_CONST","P1Y","0","2000",1981706699331,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ARM","EUR","P1Y","0","2008",52270635,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","SEK","SWE","NAT","P1Y","0","2015",7.7723e+11,NA,"Swedish Krona","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","USA","EUR_CONST","P1Y","0","1999",1983389442435,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","LVA","NAT","P1Y","0","1997",3349082972,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","CHE","EUR_CONST","P1Y","0","2010",52127309975,"B","Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR_CONST","P1Y","0","2004",19990137327,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FRA","EUR","P1Y","0","2015",397192258678,"E","Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","2013",1.7717e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","2004",1.8647e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","2000",19117204141,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","LVA","NAT","P1Y","0","1996",3109493299,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","2007",1.616e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR","P1Y","0","2005",54082006421,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","2008",1.6796e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","2004",40960989241,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ARM","EUR_CONST","P1Y","0","2013",16960450,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR","P1Y","0","1995",2.1262e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR","P1Y","0","1998",2.2564e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","USA","EUR","P1Y","0","2009",2217092056209,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","2012",51745812000,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","2011",49864050954,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","2006",1.618e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","2003",40091666529,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ISR","EUR","P1Y","0","2010",21215164863,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR_CONST","P1Y","0","2011",74136955893,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR_CONST","P1Y","0","1998",19140249757,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","CHE","EUR","P1Y","0","2013",60658588465,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR","P1Y","0","1996",2.1357e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","USA","EUR","P1Y","0","1998",1282668807421,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ARM","EUR","P1Y","0","2006",23143719,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ARM","EUR","P1Y","0","2005",19839495,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","LVA","EUR_CONST","P1Y","0","2009",4178846553,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR_CONST","P1Y","0","2002",22121291620,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","2010",1.6877e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","2005",41973478674,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","USD","USA","NAT","P1Y","0","2011",3.3988e+12,NA,"US Dollar","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR_CONST","P1Y","0","2002",58378816158,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","ILS","ISR","NAT","P1Y","0","2014",138059336858,NA,"New Israeli Sheqel","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","2008",45104664364,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","GBR","EUR","P1Y","0","2015",672667108019,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ARM","EUR","P1Y","0","2010",47748236,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","SEK","SWE","NAT","P1Y","0","1998",3.4769e+11,NA,"Swedish Krona","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","SEK","SWE","NAT","P1Y","0","1997",3.38454e+11,NA,"Swedish Krona","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ISR","EUR","P1Y","0","2009",18379405374,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","1997",17445278946,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","NAT","P1Y","0","2009",3.7572e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","NOK","NOR","NAT","P1Y","0","1995",1.5858e+11,NA,"Norwegian Krone","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR","P1Y","0","2011",1.713e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","NOR","EUR_CONST","P1Y","0","2010",48746048999,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","LVA","NAT","P1Y","0","1998",3595650248,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR_CONST","P1Y","0","2014",75425342975,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR_CONST","P1Y","0","2000",57575442459,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR","P1Y","0","2015",4.4233e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ISR","EUR","P1Y","0","2008",17803434663,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR_CONST","P1Y","0","2007",67131904986,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR_CONST","P1Y","0","1997",34364038138,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR","P1Y","0","2000",45550371809,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR_CONST","P1Y","0","1995",48236647842,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR","P1Y","0","1997",2.2238e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR","P1Y","0","2009",3.7572e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR","P1Y","0","2010",3.8728e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","LVA","NAT","P1Y","0","1995",2947751985,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","CHE","EUR_CONST","P1Y","0","2001",49169326272,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FRA","NAT","P1Y","0","2015",397192258678,"E","Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","USD","USA","NAT","P1Y","0","2002",1.7906e+12,NA,"US Dollar","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR_CONST","P1Y","0","1998",34285540631,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","USD","USA","NAT","P1Y","0","2009",3.0924e+12,NA,"US Dollar","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR_CONST","P1Y","0","2009",38584852375,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","SEK","SWE","NAT","P1Y","0","2009",6.56511e+11,NA,"Swedish Krona","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","NAT","P1Y","0","1998",2.2564e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","LVA","NAT","P1Y","0","2014",6677312734,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","ILS","ISR","NAT","P1Y","0","2010",105180544359,NA,"New Israeli Sheqel","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","NAT","P1Y","0","2005",3.0185e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ISR","EUR_CONST","P1Y","0","2000",12928834773,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","AMD","ARM","NAT","P1Y","0","1996",NA,"M","Armenian Dram","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","USA","EUR_CONST","P1Y","0","1995",1689631077006,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR_CONST","P1Y","0","1998",54676880907,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR_CONST","P1Y","0","2015",74318283848,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","SEK","SWE","NAT","P1Y","0","1996",3.20615e+11,NA,"Swedish Krona","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ARM","EUR","P1Y","0","2013",18946318,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","USD","USA","NAT","P1Y","0","2000",1.6518e+12,NA,"US Dollar","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","ILS","ISR","NAT","P1Y","0","2001",42467108226,NA,"New Israeli Sheqel","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR_CONST","P1Y","0","2005",15985626610,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","SEK","SWE","NAT","P1Y","0","1995",2.93225e+11,NA,"Swedish Krona","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR","P1Y","0","2014",85590372039,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR_CONST","P1Y","0","2003",35620760992,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","CHE","EUR_CONST","P1Y","0","2008",48121221556,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","AMD","ARM","NAT","P1Y","0","1998",NA,"M","Armenian Dram","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR_CONST","P1Y","0","2003",21474345096,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","AMD","ARM","NAT","P1Y","0","1995",NA,"M","Armenian Dram","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ISR","EUR","P1Y","0","2005",12506322906,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","CHE","EUR_CONST","P1Y","0","2005",51011836507,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","USD","USA","NAT","P1Y","0","1999",1.5333e+12,NA,"US Dollar","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ARM","EUR_CONST","P1Y","0","2009",82781824,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","NOK","NOR","NAT","P1Y","0","2006",2.87519e+11,NA,"Norwegian Krone","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","SWE","EUR","P1Y","0","1999",41077604315,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","AMD","ARM","NAT","P1Y","0","2006",12067200000,NA,"Armenian Dram","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ARM","EUR_CONST","P1Y","0","2011",263613392,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ARM","EUR_CONST","P1Y","0","2010",47748236,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR_CONST","P1Y","0","2004",36085236536,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR_CONST","P1Y","0","2000",21268514369,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","CHE","EUR_CONST","P1Y","0","1998",52937794286,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR_CONST","P1Y","0","2014",39456826725,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","EUR_CONST","P1Y","0","2000",34497011674,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","FIN","NAT","P1Y","0","2011",4.1068e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","NOK","NOR","NAT","P1Y","0","2004",2.52734e+11,NA,"Norwegian Krone","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","EUR_CONST","P1Y","0","1996",20640460653,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","CHF","CHE","NAT","P1Y","0","2002",62845300000,NA,"Swiss Franc","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","USA","EUR","P1Y","0","2002",1893612521151,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","ILS","ISR","NAT","P1Y","0","2002",50535364149,NA,"New Israeli Sheqel","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","LVA","EUR_CONST","P1Y","0","2004",7992201249,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","DEU","NAT","P1Y","0","2013",1.7717e+10,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","ISR","EUR","P1Y","0","1996",6266884005,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","LVA","EUR","P1Y","0","2013",6994455724,NA,"Euro","Total inland transport infrastructure capital value"
"I-CPV-TOT-INLD","EUR","BEL","NAT","P1Y","0","2015",2.0599e+10,NA,"Euro","Total inland transport infrastructure capital value"
