"VARIABLE","UNIT","COUNTRY","MEASURE","TIME_FORMAT","POWERCODE","obsTime","obsValue","UNIT_label","VARIABLE_label","label.y"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","2006",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","2005",7e+08,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","2003",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","2004",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","1999",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","2006",7.2e+08,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","2002",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","FRA","EUR","P1Y","0","2015",19300030147,"E","Euro","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","2005",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","2007",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","2007",1.62e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","2000",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","2010",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","2010",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","2005",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","2005",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","2009",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","1999",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","2002",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","2004",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","2003",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","2004",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","2006",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","2009",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LTU","NAT","P1Y","0","2015",1.9e+07,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","2004",5.4e+08,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","2007",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","2001",1229657020,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","2014",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","1996",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","1997",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","1998",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","2001",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","2013",161589001983,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","2011",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","2007",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","2008",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","2009",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","2010",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","1995",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","2008",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","1997",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","2014",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","2011",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","2012",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","2001",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","2003",1223208487,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","2005",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","2012",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","2013",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","2014",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","2013",1.28e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","2008",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","1996",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","2013",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR","P1Y","0","2014",187504704554,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","NAT","P1Y","0","1995",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","1999",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","2000",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","2013",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","2008",1.14e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","2006",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","2005",741989167,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","2006",756922689,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","2007",1675007238,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","2008",1161168094,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","2012",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","2002",1.01e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","2003",1.13e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","1995",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","1996",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","1997",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","2013",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","2014",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","2009",1.51e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","2010",1.48e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","2011",1.815e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","2012",1.39e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","2013",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","2009",1532917111,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR","P1Y","0","2015",236232537179,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR","P1Y","0","2012",177693026152,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR","P1Y","0","2013",179128077705,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","1997",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","1998",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","FRA","NAT","P1Y","0","2015",19300030147,"E","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","2003",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","2004",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","1997",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","1998",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","1999",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","2000",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","2006",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","2002",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","2011",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","2003",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","2004",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","2005",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","2006",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","2007",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","2008",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","2009",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","2010",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","2011",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","2012",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","2001",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","2014",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","2007",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","2008",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","2009",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","2011",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","2012",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","2010",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","2011",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","2012",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","2013",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","2014",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR","P1Y","0","2003",174062942008,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","2002",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR","P1Y","0","2008",157261354365,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR","P1Y","0","2009",158087180958,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR","P1Y","0","2010",165648336728,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR","P1Y","0","2011",161566091954,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","1998",1250396897,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","1999",1472225482,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","2000",1569967897,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","2001",1352847294,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","2002",1104042325,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","2000",221349367978,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","2004",578896024,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","1996",894760792,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","1997",976567491,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","1998",1114616298,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","1999",1314020132,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR","P1Y","0","2000",1411165644,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","2007",182861189784,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","2008",170315987542,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","2009",175887190405,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","2010",165648336728,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","2011",156126305036,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","1998",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","1998",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","1999",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","2000",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","2001",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","2011",2.249e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","2003",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","2004",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","2005",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","2006",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","2010",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","2009",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","2006",7.2e+08,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","2007",1.62e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","2008",1.14e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","2009",1.51e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","2010",1.48e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","2011",1.815e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR","P1Y","0","2004",164402283142,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR","P1Y","0","2006",168763937560,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR","P1Y","0","2007",159284932506,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","1995",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR","P1Y","0","1996",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","1999",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","2000",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","2001",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","2002",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","1995",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR","P1Y","0","1996",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","1995",1.155e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","1996",1.26e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","1997",1.386e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","1998",1.531e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","1999",1.657e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","2000",1.845e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","2001",1.994e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","2002",1.98e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","2003",1.969e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","2004",2.045e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","2005",2.083e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","2006",2.119e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","2007",2.183e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","2008",2.313e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","2009",2.205e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","2010",2.196e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","2015",187514905498,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","2012",2.283e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","2013",2.379e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","2014",2.491e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","USD","USA","NAT","P1Y","0","2015",2.621e+11,NA,"US Dollar","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","2007",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","NOR","EUR_CONST","P1Y","0","2008",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LTU","EUR","P1Y","0","2015",1.9e+07,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","FRA","EUR_CONST","P1Y","0","2015",18421918684,"E","Euro","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","2000",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","2001",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","2002",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","NOK","NOR","NAT","P1Y","0","2003",NA,"M","Norwegian Krone","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","2012",1.39e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","2013",1.28e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR","P1Y","0","2005",167430270879,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","1997",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LVA","EUR_CONST","P1Y","0","1998",NA,"M","Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","1996",1010937759,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","1997",1097044969,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","1995",159751464796,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","1996",168993285074,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","1997",182162826014,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","1998",203012509794,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","1999",214340070835,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","LTU","EUR_CONST","P1Y","0","2015",18584989,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","2001",238352194050,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","2002",242520441499,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","2003",236053032453,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","2004",225974625798,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","2005",204506817712,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","2006",187777501837,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","2010",1.48e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","2011",1777059774,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","2012",1339604094,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","EUR_CONST","P1Y","0","2013",1213178148,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","2012",155909040830,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR_CONST","P1Y","0","2014",168219582837,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","1996",894760792,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","1997",976567491,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","1998",1114616298,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","1999",1314020132,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","2000",1411165644,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","2001",1229657020,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","2002",1.01e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","2003",1.13e+09,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","2004",5.4e+08,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","DEU","NAT","P1Y","0","2005",7e+08,NA,"Euro","Airport infrastructure capital value"
"I-CPV-AIR","EUR","USA","EUR","P1Y","0","1995",88302752294,NA,"Euro","Airport infrastructure capital value"
