"TRAFFIC_PARTICIPATION","AGE_GROUP","INJURY_TYPE","COUNTRY","UNIT","DATA_TYPE","TIME_FORMAT","obsTime","obsValue","OBS_STATUS","INJURY_TYPE_label","AGE_GROUP_label","TRAFFIC_PARTICIPATION_label"
"1030","310","740","NLD","NUMBER","CORRECTED","P1Y","2013",4,NA,"Killed","65 Years and more","Mopeds"
"1030","130","740","SWE","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","06-09 Years","Mopeds"
"1030","110","740","LTU","NUMBER","CORRECTED","P1Y","2009",5,"f","Killed","Total","Mopeds"
"1030","230","740","CZE","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","21-24 Years","Mopeds"
"1030","230","740","FRA","NUMBER","CORRECTED","P1Y","2009",35,NA,"Killed","21-24 Years","Mopeds"
"1030","130","740","ITA","NUMBER","CORRECTED","P1Y","2009",0,NA,"Killed","06-09 Years","Mopeds"
"1030","310","740","PRT","NUMBER","CORRECTED","P1Y","2015",13,NA,"Killed","65 Years and more","Mopeds"
"1030","150","740","HUN","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","15-17 Years","Mopeds"
"1030","240","740","KOR","NUMBER","CORRECTED","P1Y","2008",222,NA,"Killed","25-64 Years","Mopeds"
"1030","230","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2005",1,"f","Killed","21-24 Years","Mopeds"
"1030","190","740","CZE","NUMBER","CORRECTED","P1Y","2007",0,NA,"Killed","18-20 Years","Mopeds"
"1030","230","740","CHE","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","21-24 Years","Mopeds"
"1030","310","740","ESP","NUMBER","CORRECTED","P1Y","2009",18,NA,"Killed","65 Years and more","Mopeds"
"1030","240","740","ITA","NUMBER","CORRECTED","P1Y","2008",107,NA,"Killed","25-64 Years","Mopeds"
"1030","240","740","GRC","NUMBER","CORRECTED","P1Y","2014",9,NA,"Killed","25-64 Years","Mopeds"
"1030","140","740","GBR","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","10-14 Years","Mopeds"
"1030","370","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","Unknown Age","Mopeds"
"1030","190","740","JPN","NUMBER","CORRECTED","P1Y","2016",21,NA,"Killed","18-20 Years","Mopeds"
"1030","130","740","USA","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","06-09 Years","Mopeds"
"1030","190","740","JPN","NUMBER","CORRECTED","P1Y","2015",7,NA,"Killed","18-20 Years","Mopeds"
"1030","140","740","POL","NUMBER","CORRECTED","P1Y","2007",4,"f","Killed","10-14 Years","Mopeds"
"1030","230","740","GBR","NUMBER","CORRECTED","P1Y","2010",1,"f","Killed","21-24 Years","Mopeds"
"1030","310","740","AUT","NUMBER","CORRECTED","P1Y","2015",1,NA,"Killed","65 Years and more","Mopeds"
"1030","310","740","LTU","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","65 Years and more","Mopeds"
"1030","190","740","SVN","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","18-20 Years","Mopeds"
"1030","230","740","SVN","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","21-24 Years","Mopeds"
"1030","110","740","GRC","NUMBER","CORRECTED","P1Y","2011",34,NA,"Killed","Total","Mopeds"
"1030","240","740","NLD","NUMBER","CORRECTED","P1Y","2005",18,"f","Killed","25-64 Years","Mopeds"
"1030","190","740","POL","NUMBER","CORRECTED","P1Y","2009",7,"f","Killed","18-20 Years","Mopeds"
"1030","130","740","DEU","NUMBER","CORRECTED","P1Y","2005",0,NA,"Killed","06-09 Years","Mopeds"
"1030","310","740","BEL","NUMBER","CORRECTED","P1Y","2008",1,NA,"Killed","65 Years and more","Mopeds"
"1030","190","740","HUN","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","18-20 Years","Mopeds"
"1030","150","740","ISL","NUMBER","CORRECTED","P1Y","2006",0,NA,"Killed","15-17 Years","Mopeds"
"1030","120","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2005",0,"f","Killed","00-05 Years","Mopeds"
"1030","110","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2008",2,"f","Killed","Total","Mopeds"
"1030","190","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","18-20 Years","Mopeds"
"1030","150","740","NLD","NUMBER","CORRECTED","P1Y","2014",8,NA,"Killed","15-17 Years","Mopeds"
"1030","310","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","65 Years and more","Mopeds"
"1030","370","740","CAN","NUMBER","CORRECTED","P1Y","2012",2,NA,"Killed","Unknown Age","Mopeds"
"1030","230","740","ISL","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","21-24 Years","Mopeds"
"1030","130","740","JPN","NUMBER","CORRECTED","P1Y","2005",0,NA,"Killed","06-09 Years","Mopeds"
"1030","230","740","USA","NUMBER","CORRECTED","P1Y","2007",6,"f","Killed","21-24 Years","Mopeds"
"1030","110","740","CZE","NUMBER","CORRECTED","P1Y","2010",4,NA,"Killed","Total","Mopeds"
"1030","370","740","ISL","NUMBER","CORRECTED","P1Y","2006",0,NA,"Killed","Unknown Age","Mopeds"
"1030","140","740","ESP","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","10-14 Years","Mopeds"
"1030","240","740","LUX","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","25-64 Years","Mopeds"
"1030","110","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2009",16,"f","Killed","Total","Mopeds"
"1030","370","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","Unknown Age","Mopeds"
"1030","110","740","SVN","NUMBER","CORRECTED","P1Y","2012",4,NA,"Killed","Total","Mopeds"
"1030","240","740","ISL","NUMBER","CORRECTED","P1Y","2009",0,NA,"Killed","25-64 Years","Mopeds"
"1030","120","740","JPN","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","00-05 Years","Mopeds"
"1030","310","740","NZL","NUMBER","CORRECTED","P1Y","2005",0,NA,"Killed","65 Years and more","Mopeds"
"1030","110","740","NZL","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","Total","Mopeds"
"1030","130","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","06-09 Years","Mopeds"
"1030","230","740","ITA","NUMBER","CORRECTED","P1Y","2015",9,NA,"Killed","21-24 Years","Mopeds"
"1030","370","740","ISL","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","Unknown Age","Mopeds"
"1030","110","740","ESP","NUMBER","CORRECTED","P1Y","2014",53,NA,"Killed","Total","Mopeds"
"1030","310","740","AUT","NUMBER","CORRECTED","P1Y","2012",5,NA,"Killed","65 Years and more","Mopeds"
"1030","110","740","HUN","NUMBER","CORRECTED","P1Y","2010",19,NA,"Killed","Total","Mopeds"
"1030","140","740","USA","NUMBER","CORRECTED","P1Y","2009",2,"f","Killed","10-14 Years","Mopeds"
"1030","230","740","ITA","NUMBER","CORRECTED","P1Y","2010",14,NA,"Killed","21-24 Years","Mopeds"
"1030","120","740","BEL","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","00-05 Years","Mopeds"
"1030","370","740","HUN","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","Unknown Age","Mopeds"
"1030","240","740","USA","NUMBER","CORRECTED","P1Y","2010",87,"f","Killed","25-64 Years","Mopeds"
"1030","310","740","USA","NUMBER","CORRECTED","P1Y","2014",16,NA,"Killed","65 Years and more","Mopeds"
"1030","370","740","BEL","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","Unknown Age","Mopeds"
"1030","370","740","GBR","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","Unknown Age","Mopeds"
"1030","150","740","NLD","NUMBER","CORRECTED","P1Y","2008",15,"f","Killed","15-17 Years","Mopeds"
"1030","190","740","ISR","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","18-20 Years","Mopeds"
"1030","120","740","BEL","NUMBER","CORRECTED","P1Y","2007",0,NA,"Killed","00-05 Years","Mopeds"
"1030","120","740","USA","NUMBER","CORRECTED","P1Y","2008",0,"f","Killed","00-05 Years","Mopeds"
"1030","230","740","ISL","NUMBER","CORRECTED","P1Y","2009",0,NA,"Killed","21-24 Years","Mopeds"
"1030","130","740","LTU","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","06-09 Years","Mopeds"
"1030","370","740","GRC","NUMBER","CORRECTED","P1Y","2013",1,NA,"Killed","Unknown Age","Mopeds"
"1030","140","740","JPN","NUMBER","CORRECTED","P1Y","2007",3,NA,"Killed","10-14 Years","Mopeds"
"1030","130","740","LTU","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","06-09 Years","Mopeds"
"1030","310","740","CAN","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","65 Years and more","Mopeds"
"1030","230","740","KOR","NUMBER","CORRECTED","P1Y","2007",31,NA,"Killed","21-24 Years","Mopeds"
"1030","130","740","AUT","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","06-09 Years","Mopeds"
"1030","370","740","ITA","NUMBER","CORRECTED","P1Y","2014",2,NA,"Killed","Unknown Age","Mopeds"
"1030","120","740","AUT","NUMBER","CORRECTED","P1Y","2009",0,NA,"Killed","00-05 Years","Mopeds"
"1030","310","740","GRC","NUMBER","CORRECTED","P1Y","2009",8,NA,"Killed","65 Years and more","Mopeds"
"1030","240","740","CHE","NUMBER","CORRECTED","P1Y","2006",3,"f","Killed","25-64 Years","Mopeds"
"1030","120","740","ISR","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","00-05 Years","Mopeds"
"1030","370","740","AUT","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","Unknown Age","Mopeds"
"1030","130","740","CZE","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","06-09 Years","Mopeds"
"1030","140","740","ITA","NUMBER","CORRECTED","P1Y","2015",1,NA,"Killed","10-14 Years","Mopeds"
"1030","230","740","KOR","NUMBER","CORRECTED","P1Y","2014",13,NA,"Killed","21-24 Years","Mopeds"
"1030","240","740","CHE","NUMBER","CORRECTED","P1Y","2008",1,"f","Killed","25-64 Years","Mopeds"
"1030","130","740","JPN","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","06-09 Years","Mopeds"
"1030","120","740","CAN","NUMBER","CORRECTED","P1Y","2013",0,"p","Killed","00-05 Years","Mopeds"
"1030","310","740","HUN","NUMBER","CORRECTED","P1Y","2014",5,NA,"Killed","65 Years and more","Mopeds"
"1030","110","740","ESP","NUMBER","CORRECTED","P1Y","2011",74,NA,"Killed","Total","Mopeds"
"1030","370","740","NZL","NUMBER","CORRECTED","P1Y","2005",0,"f","Killed","Unknown Age","Mopeds"
"1030","230","740","ISR","NUMBER","CORRECTED","P1Y","2007",0,NA,"Killed","21-24 Years","Mopeds"
"1030","310","740","HUN","NUMBER","CORRECTED","P1Y","2015",6,NA,"Killed","65 Years and more","Mopeds"
"1030","150","740","AUT","NUMBER","CORRECTED","P1Y","2015",5,NA,"Killed","15-17 Years","Mopeds"
"1030","240","740","USA","NUMBER","CORRECTED","P1Y","2007",34,"f","Killed","25-64 Years","Mopeds"
"1030","150","740","GBR","NUMBER","CORRECTED","P1Y","2007",9,"f","Killed","15-17 Years","Mopeds"
"1030","110","740","SWE","NUMBER","CORRECTED","P1Y","2005",8,"f","Killed","Total","Mopeds"
"1030","370","740","GBR","NUMBER","CORRECTED","P1Y","2007",0,"f","Killed","Unknown Age","Mopeds"
"1030","230","740","ISL","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","21-24 Years","Mopeds"
"1030","110","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2005",0,"f","Killed","Total","Mopeds"
"1030","370","740","SVN","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","Unknown Age","Mopeds"
"1030","230","740","ISR","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","21-24 Years","Mopeds"
"1030","130","740","FRA","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","06-09 Years","Mopeds"
"1030","230","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2011",1,NA,"Killed","21-24 Years","Mopeds"
"1030","130","740","FRA","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","06-09 Years","Mopeds"
"1030","120","740","SVN","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","00-05 Years","Mopeds"
"1030","120","740","CZE","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","00-05 Years","Mopeds"
"1030","370","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","Unknown Age","Mopeds"
"1030","120","740","PRT","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","00-05 Years","Mopeds"
"1030","120","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","00-05 Years","Mopeds"
"1030","310","740","LUX","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","65 Years and more","Mopeds"
"1030","140","740","CZE","NUMBER","CORRECTED","P1Y","2009",0,NA,"Killed","10-14 Years","Mopeds"
"1030","370","740","NOR","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","Unknown Age","Mopeds"
"1030","240","740","HUN","NUMBER","CORRECTED","P1Y","2007",18,NA,"Killed","25-64 Years","Mopeds"
"1030","310","740","KOR","NUMBER","CORRECTED","P1Y","2012",159,NA,"Killed","65 Years and more","Mopeds"
"1030","110","740","FIN","NUMBER","CORRECTED","P1Y","2006",13,NA,"Killed","Total","Mopeds"
"1030","120","740","FRA","NUMBER","CORRECTED","P1Y","2007",0,NA,"Killed","00-05 Years","Mopeds"
"1030","110","740","BEL","NUMBER","CORRECTED","P1Y","2014",17,"b","Killed","Total","Mopeds"
"1030","370","740","CHE","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","Unknown Age","Mopeds"
"1030","110","740","FIN","NUMBER","CORRECTED","P1Y","2009",11,NA,"Killed","Total","Mopeds"
"1030","230","740","DNK","NUMBER","CORRECTED","P1Y","2006",3,NA,"Killed","21-24 Years","Mopeds"
"1030","150","740","PRT","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","15-17 Years","Mopeds"
"1030","190","740","ISL","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","18-20 Years","Mopeds"
"1030","230","740","DNK","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","21-24 Years","Mopeds"
"1030","230","740","ESP","NUMBER","CORRECTED","P1Y","2013",4,NA,"Killed","21-24 Years","Mopeds"
"1030","150","740","ESP","NUMBER","CORRECTED","P1Y","2014",6,NA,"Killed","15-17 Years","Mopeds"
"1030","190","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2005",0,"f","Killed","18-20 Years","Mopeds"
"1030","130","740","ITA","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","06-09 Years","Mopeds"
"1030","230","740","CZE","NUMBER","CORRECTED","P1Y","2013",1,NA,"Killed","21-24 Years","Mopeds"
"1030","130","740","JPN","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","06-09 Years","Mopeds"
"1030","150","740","SWE","NUMBER","CORRECTED","P1Y","2012",2,NA,"Killed","15-17 Years","Mopeds"
"1030","110","740","NLD","NUMBER","CORRECTED","P1Y","2010",44,"f","Killed","Total","Mopeds"
"1030","370","740","SVN","NUMBER","CORRECTED","P1Y","2005",0,"f","Killed","Unknown Age","Mopeds"
"1030","310","740","ESP","NUMBER","CORRECTED","P1Y","2007",30,NA,"Killed","65 Years and more","Mopeds"
"1030","190","740","JPN","NUMBER","CORRECTED","P1Y","2013",20,NA,"Killed","18-20 Years","Mopeds"
"1030","130","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2007",0,"f","Killed","06-09 Years","Mopeds"
"1030","190","740","SVN","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","18-20 Years","Mopeds"
"1030","110","740","CZE","NUMBER","CORRECTED","P1Y","2008",2,NA,"Killed","Total","Mopeds"
"1030","230","740","LTU","NUMBER","CORRECTED","P1Y","2012",0,"p","Killed","21-24 Years","Mopeds"
"1030","150","740","KOR","NUMBER","CORRECTED","P1Y","2006",39,NA,"Killed","15-17 Years","Mopeds"
"1030","110","740","AUT","NUMBER","CORRECTED","P1Y","2007",24,NA,"Killed","Total","Mopeds"
"1030","120","740","FRA","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","00-05 Years","Mopeds"
"1030","150","740","POL","NUMBER","CORRECTED","P1Y","2007",14,"f","Killed","15-17 Years","Mopeds"
"1030","110","740","ESP","NUMBER","CORRECTED","P1Y","2005",313,"f","Killed","Total","Mopeds"
"1030","140","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","10-14 Years","Mopeds"
"1030","150","740","CZE","NUMBER","CORRECTED","P1Y","2005",0,NA,"Killed","15-17 Years","Mopeds"
"1030","190","740","POL","NUMBER","CORRECTED","P1Y","2007",3,"f","Killed","18-20 Years","Mopeds"
"1030","240","740","PRT","NUMBER","CORRECTED","P1Y","2006",60,"f","Killed","25-64 Years","Mopeds"
"1030","310","740","PRT","NUMBER","CORRECTED","P1Y","2010",23,NA,"Killed","65 Years and more","Mopeds"
"1030","110","740","SWE","NUMBER","CORRECTED","P1Y","2010",8,"f","Killed","Total","Mopeds"
"1030","150","740","SVN","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","15-17 Years","Mopeds"
"1030","310","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2007",0,"f","Killed","65 Years and more","Mopeds"
"1030","310","740","CAN","NUMBER","CORRECTED","P1Y","2007",0,NA,"Killed","65 Years and more","Mopeds"
"1030","370","740","CAN","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","Unknown Age","Mopeds"
"1030","150","740","GRC","NUMBER","CORRECTED","P1Y","2008",4,NA,"Killed","15-17 Years","Mopeds"
"1030","150","740","NLD","NUMBER","CORRECTED","P1Y","2012",1,NA,"Killed","15-17 Years","Mopeds"
"1030","120","740","DNK","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","00-05 Years","Mopeds"
"1030","140","740","NZL","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","10-14 Years","Mopeds"
"1030","110","740","GBR","NUMBER","CORRECTED","P1Y","2011",10,NA,"Killed","Total","Mopeds"
"1030","130","740","POL","NUMBER","CORRECTED","P1Y","2008",0,"f","Killed","06-09 Years","Mopeds"
"1030","240","740","NOR","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","25-64 Years","Mopeds"
"1030","120","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","00-05 Years","Mopeds"
"1030","240","740","LUX","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","25-64 Years","Mopeds"
"1030","140","740","NZL","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","10-14 Years","Mopeds"
"1030","240","740","ISR","NUMBER","CORRECTED","P1Y","2008",1,NA,"Killed","25-64 Years","Mopeds"
"1030","240","740","ISR","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","25-64 Years","Mopeds"
"1030","370","740","ESP","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","Unknown Age","Mopeds"
"1030","130","740","NLD","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","06-09 Years","Mopeds"
"1030","230","740","DEU","NUMBER","CORRECTED","P1Y","2009",5,NA,"Killed","21-24 Years","Mopeds"
"1030","130","740","NLD","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","06-09 Years","Mopeds"
"1030","370","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","Unknown Age","Mopeds"
"1030","150","740","SWE","NUMBER","CORRECTED","P1Y","2015",3,NA,"Killed","15-17 Years","Mopeds"
"1030","310","740","ESP","NUMBER","CORRECTED","P1Y","2015",13,NA,"Killed","65 Years and more","Mopeds"
"1030","230","740","NLD","NUMBER","CORRECTED","P1Y","2006",7,"f","Killed","21-24 Years","Mopeds"
"1030","130","740","NLD","NUMBER","CORRECTED","P1Y","2007",0,"f","Killed","06-09 Years","Mopeds"
"1030","150","740","FIN","NUMBER","CORRECTED","P1Y","2009",7,NA,"Killed","15-17 Years","Mopeds"
"1030","120","740","NZL","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","00-05 Years","Mopeds"
"1030","140","740","GRC","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","10-14 Years","Mopeds"
"1030","230","740","PRT","NUMBER","CORRECTED","P1Y","2008",1,"f","Killed","21-24 Years","Mopeds"
"1030","310","740","NOR","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","65 Years and more","Mopeds"
"1030","140","740","DNK","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","10-14 Years","Mopeds"
"1030","140","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","10-14 Years","Mopeds"
"1030","110","740","POL","NUMBER","CORRECTED","P1Y","2007",59,"f","Killed","Total","Mopeds"
"1030","240","740","USA","NUMBER","CORRECTED","P1Y","2009",80,"f","Killed","25-64 Years","Mopeds"
"1030","310","740","NLD","NUMBER","CORRECTED","P1Y","2009",21,NA,"Killed","65 Years and more","Mopeds"
"1030","120","740","PRT","NUMBER","CORRECTED","P1Y","2005",0,"f","Killed","00-05 Years","Mopeds"
"1030","120","740","USA","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","00-05 Years","Mopeds"
"1030","230","740","NZL","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","21-24 Years","Mopeds"
"1030","370","740","LUX","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","Unknown Age","Mopeds"
"1030","190","740","AUT","NUMBER","CORRECTED","P1Y","2012",1,NA,"Killed","18-20 Years","Mopeds"
"1030","120","740","HUN","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","00-05 Years","Mopeds"
"1030","130","740","NOR","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","06-09 Years","Mopeds"
"1030","120","740","NOR","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","00-05 Years","Mopeds"
"1030","190","740","BEL","NUMBER","CORRECTED","P1Y","2014",2,"b","Killed","18-20 Years","Mopeds"
"1030","190","740","SWE","NUMBER","CORRECTED","P1Y","2005",0,"f","Killed","18-20 Years","Mopeds"
"1030","190","740","SWE","NUMBER","CORRECTED","P1Y","2006",1,"f","Killed","18-20 Years","Mopeds"
"1030","190","740","KOR","NUMBER","CORRECTED","P1Y","2014",16,NA,"Killed","18-20 Years","Mopeds"
"1030","310","740","NZL","NUMBER","CORRECTED","P1Y","2006",0,NA,"Killed","65 Years and more","Mopeds"
"1030","120","740","ESP","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","00-05 Years","Mopeds"
"1030","240","740","AUT","NUMBER","CORRECTED","P1Y","2006",14,NA,"Killed","25-64 Years","Mopeds"
"1030","190","740","SWE","NUMBER","CORRECTED","P1Y","2008",1,"f","Killed","18-20 Years","Mopeds"
"1030","150","740","POL","NUMBER","CORRECTED","P1Y","2010",20,"f","Killed","15-17 Years","Mopeds"
"1030","230","740","DNK","NUMBER","CORRECTED","P1Y","2012",1,NA,"Killed","21-24 Years","Mopeds"
"1030","130","740","BEL","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","06-09 Years","Mopeds"
"1030","110","740","CAN","NUMBER","CORRECTED","P1Y","2011",7,NA,"Killed","Total","Mopeds"
"1030","120","740","DEU","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","00-05 Years","Mopeds"
"1030","370","740","USA","NUMBER","CORRECTED","P1Y","2008",0,"f","Killed","Unknown Age","Mopeds"
"1030","230","740","NOR","NUMBER","CORRECTED","P1Y","2008",0,"f","Killed","21-24 Years","Mopeds"
"1030","150","740","ISR","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","15-17 Years","Mopeds"
"1030","140","740","USA","NUMBER","CORRECTED","P1Y","2013",1,NA,"Killed","10-14 Years","Mopeds"
"1030","130","740","SVN","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","06-09 Years","Mopeds"
"1030","310","740","CHE","NUMBER","CORRECTED","P1Y","2006",5,NA,"Killed","65 Years and more","Mopeds"
"1030","310","740","HUN","NUMBER","CORRECTED","P1Y","2013",2,NA,"Killed","65 Years and more","Mopeds"
"1030","110","740","LTU","NUMBER","CORRECTED","P1Y","2014",1,NA,"Killed","Total","Mopeds"
"1030","310","740","FRA","NUMBER","CORRECTED","P1Y","2013",5,NA,"Killed","65 Years and more","Mopeds"
"1030","310","740","JPN","NUMBER","CORRECTED","P1Y","2014",167,NA,"Killed","65 Years and more","Mopeds"
"1030","120","740","GRC","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","00-05 Years","Mopeds"
"1030","110","740","KOR","NUMBER","CORRECTED","P1Y","2005",618,NA,"Killed","Total","Mopeds"
"1030","310","740","ITA","NUMBER","CORRECTED","P1Y","2015",29,NA,"Killed","65 Years and more","Mopeds"
"1030","370","740","PRT","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","Unknown Age","Mopeds"
"1030","120","740","HUN","NUMBER","CORRECTED","P1Y","2009",0,NA,"Killed","00-05 Years","Mopeds"
"1030","120","740","SWE","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","00-05 Years","Mopeds"
"1030","150","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","15-17 Years","Mopeds"
"1030","230","740","GBR","NUMBER","CORRECTED","P1Y","2007",2,"f","Killed","21-24 Years","Mopeds"
"1030","110","740","JPN","NUMBER","CORRECTED","P1Y","2009",460,NA,"Killed","Total","Mopeds"
"1030","130","740","FRA","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","06-09 Years","Mopeds"
"1030","120","740","ESP","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","00-05 Years","Mopeds"
"1030","120","740","SVN","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","00-05 Years","Mopeds"
"1030","310","740","SVN","NUMBER","CORRECTED","P1Y","2006",2,NA,"Killed","65 Years and more","Mopeds"
"1030","140","740","FIN","NUMBER","CORRECTED","P1Y","2010",0,NA,"Killed","10-14 Years","Mopeds"
"1030","370","740","NOR","NUMBER","CORRECTED","P1Y","2007",0,"f","Killed","Unknown Age","Mopeds"
"1030","310","740","LTU","NUMBER","CORRECTED","P1Y","2010",1,"f","Killed","65 Years and more","Mopeds"
"1030","310","740","DNK","NUMBER","CORRECTED","P1Y","2013",2,NA,"Killed","65 Years and more","Mopeds"
"1030","310","740","CAN","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","65 Years and more","Mopeds"
"1030","310","740","ITA","NUMBER","CORRECTED","P1Y","2011",33,NA,"Killed","65 Years and more","Mopeds"
"1030","240","740","GBR","NUMBER","CORRECTED","P1Y","2006",6,"f","Killed","25-64 Years","Mopeds"
"1030","110","740","CAN","NUMBER","CORRECTED","P1Y","2013",1,"p","Killed","Total","Mopeds"
"1030","190","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","18-20 Years","Mopeds"
"1030","120","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","00-05 Years","Mopeds"
"1030","310","740","NLD","NUMBER","CORRECTED","P1Y","2015",7,NA,"Killed","65 Years and more","Mopeds"
"1030","110","740","FIN","NUMBER","CORRECTED","P1Y","2013",5,NA,"Killed","Total","Mopeds"
"1030","130","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2007",0,"f","Killed","06-09 Years","Mopeds"
