"TRAFFIC_PARTICIPATION","AGE_GROUP","INJURY_TYPE","COUNTRY","UNIT","DATA_TYPE","TIME_FORMAT","obsTime","obsValue","OBS_STATUS","INJURY_TYPE_label","AGE_GROUP_label","TRAFFIC_PARTICIPATION_label"
"1100","120","740","AUS","NUMBER","CORRECTED","P1Y","2010",6,NA,"Killed","00-05 Years","Pedestrians"
"1100","310","740","LUX","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","65 Years and more","Pedestrians"
"1100","130","740","ESP","NUMBER","CORRECTED","P1Y","2011",1,NA,"Killed","06-09 Years","Pedestrians"
"1100","370","740","PRT","NUMBER","CORRECTED","P1Y","2006",3,"f","Killed","Unknown Age","Pedestrians"
"1100","150","740","ISL","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","15-17 Years","Pedestrians"
"1100","110","740","ITA","NUMBER","CORRECTED","P1Y","2013",551,NA,"Killed","Total","Pedestrians"
"1100","190","740","NZL","NUMBER","CORRECTED","P1Y","2006",3,"f","Killed","18-20 Years","Pedestrians"
"1100","110","740","ITA","NUMBER","CORRECTED","P1Y","2014",578,NA,"Killed","Total","Pedestrians"
"1100","140","740","HUN","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","10-14 Years","Pedestrians"
"1100","140","740","ITA","NUMBER","CORRECTED","P1Y","2012",6,NA,"Killed","10-14 Years","Pedestrians"
"1100","110","740","SVN","NUMBER","CORRECTED","P1Y","2010",26,"f","Killed","Total","Pedestrians"
"1100","190","740","ITA","NUMBER","CORRECTED","P1Y","2015",12,NA,"Killed","18-20 Years","Pedestrians"
"1100","110","740","CHE","NUMBER","CORRECTED","P1Y","2007",79,"f","Killed","Total","Pedestrians"
"1100","150","740","JPN","NUMBER","CORRECTED","P1Y","2011",13,NA,"Killed","15-17 Years","Pedestrians"
"1100","120","740","GRC","NUMBER","CORRECTED","P1Y","2015",2,NA,"Killed","00-05 Years","Pedestrians"
"1100","370","740","CZE","NUMBER","CORRECTED","P1Y","2005",4,NA,"Killed","Unknown Age","Pedestrians"
"1100","140","740","ISR","NUMBER","CORRECTED","P1Y","2015",3,NA,"Killed","10-14 Years","Pedestrians"
"1100","110","740","NOR","NUMBER","CORRECTED","P1Y","2015",12,NA,"Killed","Total","Pedestrians"
"1100","130","740","LUX","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","06-09 Years","Pedestrians"
"1100","150","740","LTU","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","15-17 Years","Pedestrians"
"1100","110","740","LUX","NUMBER","CORRECTED","P1Y","2006",10,"f","Killed","Total","Pedestrians"
"1100","120","740","FRA","NUMBER","CORRECTED","P1Y","2006",9,NA,"Killed","00-05 Years","Pedestrians"
"1100","110","740","DNK","NUMBER","CORRECTED","P1Y","2012",31,NA,"Killed","Total","Pedestrians"
"1100","130","740","FRA","NUMBER","CORRECTED","P1Y","2005",6,NA,"Killed","06-09 Years","Pedestrians"
"1100","130","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2013",4,NA,"Killed","06-09 Years","Pedestrians"
"1100","370","740","FRA","NUMBER","CORRECTED","P1Y","2005",1,NA,"Killed","Unknown Age","Pedestrians"
"1100","370","740","FRA","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","Unknown Age","Pedestrians"
"1100","230","740","ISR","NUMBER","CORRECTED","P1Y","2013",4,NA,"Killed","21-24 Years","Pedestrians"
"1100","110","740","FIN","NUMBER","CORRECTED","P1Y","2005",45,NA,"Killed","Total","Pedestrians"
"1100","110","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2009",24,"f","Killed","Total","Pedestrians"
"1100","120","740","AUT","NUMBER","CORRECTED","P1Y","2009",0,NA,"Killed","00-05 Years","Pedestrians"
"1100","370","740","CHE","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","Unknown Age","Pedestrians"
"1100","140","740","DNK","NUMBER","CORRECTED","P1Y","2008",1,NA,"Killed","10-14 Years","Pedestrians"
"1100","230","740","NOR","NUMBER","CORRECTED","P1Y","2008",3,"f","Killed","21-24 Years","Pedestrians"
"1100","130","740","CHE","NUMBER","CORRECTED","P1Y","2012",1,NA,"Killed","06-09 Years","Pedestrians"
"1100","370","740","CHL","NUMBER","CORRECTED","P1Y","2010",59,NA,"Killed","Unknown Age","Pedestrians"
"1100","130","740","GRC","NUMBER","CORRECTED","P1Y","2007",4,NA,"Killed","06-09 Years","Pedestrians"
"1100","110","740","IRL","NUMBER","CORRECTED","P1Y","2015",33,"p","Killed","Total","Pedestrians"
"1100","150","740","CZE","NUMBER","CORRECTED","P1Y","2007",3,NA,"Killed","15-17 Years","Pedestrians"
"1100","310","740","LUX","NUMBER","CORRECTED","P1Y","2012",5,NA,"Killed","65 Years and more","Pedestrians"
"1100","310","740","FIN","NUMBER","CORRECTED","P1Y","2011",21,NA,"Killed","65 Years and more","Pedestrians"
"1100","130","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2011",7,NA,"Killed","06-09 Years","Pedestrians"
"1100","240","740","USA","NUMBER","CORRECTED","P1Y","2009",2527,"f","Killed","25-64 Years","Pedestrians"
"1100","130","740","NOR","NUMBER","CORRECTED","P1Y","2005",0,"f","Killed","06-09 Years","Pedestrians"
"1100","130","740","LTU","NUMBER","CORRECTED","P1Y","2013",2,NA,"Killed","06-09 Years","Pedestrians"
"1100","230","740","LUX","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","21-24 Years","Pedestrians"
"1100","190","740","ITA","NUMBER","CORRECTED","P1Y","2012",4,NA,"Killed","18-20 Years","Pedestrians"
"1100","370","740","NLD","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","Unknown Age","Pedestrians"
"1100","190","740","JPN","NUMBER","CORRECTED","P1Y","2005",19,NA,"Killed","18-20 Years","Pedestrians"
"1100","240","740","DEU","NUMBER","CORRECTED","P1Y","2013",190,NA,"Killed","25-64 Years","Pedestrians"
"1100","190","740","DNK","NUMBER","CORRECTED","P1Y","2014",1,NA,"Killed","18-20 Years","Pedestrians"
"1100","130","740","ITA","NUMBER","CORRECTED","P1Y","2015",1,NA,"Killed","06-09 Years","Pedestrians"
"1100","150","740","JPN","NUMBER","CORRECTED","P1Y","2005",13,NA,"Killed","15-17 Years","Pedestrians"
"1100","370","740","IRL","NUMBER","CORRECTED","P1Y","2006",1,NA,"Killed","Unknown Age","Pedestrians"
"1100","140","740","CHE","NUMBER","CORRECTED","P1Y","2012",1,NA,"Killed","10-14 Years","Pedestrians"
"1100","240","740","CAN","NUMBER","CORRECTED","P1Y","2013",131,"p","Killed","25-64 Years","Pedestrians"
"1100","190","740","CAN","NUMBER","CORRECTED","P1Y","2006",18,NA,"Killed","18-20 Years","Pedestrians"
"1100","130","740","SVN","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","06-09 Years","Pedestrians"
"1100","370","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2005",4,"f","Killed","Unknown Age","Pedestrians"
"1100","240","740","DNK","NUMBER","CORRECTED","P1Y","2008",21,NA,"Killed","25-64 Years","Pedestrians"
"1100","130","740","JPN","NUMBER","CORRECTED","P1Y","2005",33,NA,"Killed","06-09 Years","Pedestrians"
"1100","370","740","DNK","NUMBER","CORRECTED","P1Y","2006",0,NA,"Killed","Unknown Age","Pedestrians"
"1100","130","740","LTU","NUMBER","CORRECTED","P1Y","2010",1,"f","Killed","06-09 Years","Pedestrians"
"1100","230","740","GRC","NUMBER","CORRECTED","P1Y","2008",2,NA,"Killed","21-24 Years","Pedestrians"
"1100","240","740","FRA","NUMBER","CORRECTED","P1Y","2007",174,NA,"Killed","25-64 Years","Pedestrians"
"1100","110","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2009",500,"f","Killed","Total","Pedestrians"
"1100","370","740","SVN","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","Unknown Age","Pedestrians"
"1100","240","740","AUS","NUMBER","CORRECTED","P1Y","2006",107,NA,"Killed","25-64 Years","Pedestrians"
"1100","310","740","KOR","NUMBER","CORRECTED","P1Y","2008",903,NA,"Killed","65 Years and more","Pedestrians"
"1100","110","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2005",671,"f","Killed","Total","Pedestrians"
"1100","110","740","PRT","NUMBER","CORRECTED","P1Y","2010",195,"f","Killed","Total","Pedestrians"
"1100","370","740","GRC","NUMBER","CORRECTED","P1Y","2014",3,NA,"Killed","Unknown Age","Pedestrians"
"1100","310","740","IRL","NUMBER","CORRECTED","P1Y","2015",6,"p","Killed","65 Years and more","Pedestrians"
"1100","190","740","NOR","NUMBER","CORRECTED","P1Y","2015",1,NA,"Killed","18-20 Years","Pedestrians"
"1100","130","740","NLD","NUMBER","CORRECTED","P1Y","2007",4,"f","Killed","06-09 Years","Pedestrians"
"1100","230","740","NZL","NUMBER","CORRECTED","P1Y","2011",3,NA,"Killed","21-24 Years","Pedestrians"
"1100","370","740","CHE","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","Unknown Age","Pedestrians"
"1100","140","740","FIN","NUMBER","CORRECTED","P1Y","2012",2,NA,"Killed","10-14 Years","Pedestrians"
"1100","190","740","FRA","NUMBER","CORRECTED","P1Y","2010",20,NA,"Killed","18-20 Years","Pedestrians"
"1100","140","740","NZL","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","10-14 Years","Pedestrians"
"1100","120","740","POL","NUMBER","CORRECTED","P1Y","2006",12,"f","Killed","00-05 Years","Pedestrians"
"1100","310","740","AUT","NUMBER","CORRECTED","P1Y","2009",49,NA,"Killed","65 Years and more","Pedestrians"
"1100","310","740","LTU","NUMBER","CORRECTED","P1Y","2011",32,NA,"Killed","65 Years and more","Pedestrians"
"1100","230","740","BEL","NUMBER","CORRECTED","P1Y","2012",3,NA,"Killed","21-24 Years","Pedestrians"
"1100","310","740","FIN","NUMBER","CORRECTED","P1Y","2006",19,NA,"Killed","65 Years and more","Pedestrians"
"1100","230","740","NZL","NUMBER","CORRECTED","P1Y","2015",1,NA,"Killed","21-24 Years","Pedestrians"
"1100","190","740","POL","NUMBER","CORRECTED","P1Y","2015",15,NA,"Killed","18-20 Years","Pedestrians"
"1100","110","740","CHE","NUMBER","CORRECTED","P1Y","2006",76,"f","Killed","Total","Pedestrians"
"1100","110","740","ISR","NUMBER","CORRECTED","P1Y","2006",135,NA,"Killed","Total","Pedestrians"
"1100","310","740","NOR","NUMBER","CORRECTED","P1Y","2007",18,NA,"Killed","65 Years and more","Pedestrians"
"1100","190","740","FIN","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","18-20 Years","Pedestrians"
"1100","140","740","CAN","NUMBER","CORRECTED","P1Y","2006",6,NA,"Killed","10-14 Years","Pedestrians"
"1100","310","740","LUX","NUMBER","CORRECTED","P1Y","2013",1,NA,"Killed","65 Years and more","Pedestrians"
"1100","240","740","BEL","NUMBER","CORRECTED","P1Y","2008",44,NA,"Killed","25-64 Years","Pedestrians"
"1100","190","740","LUX","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","18-20 Years","Pedestrians"
"1100","310","740","FRA","NUMBER","CORRECTED","P1Y","2012",258,NA,"Killed","65 Years and more","Pedestrians"
"1100","190","740","GBR","NUMBER","CORRECTED","P1Y","2006",28,"f","Killed","18-20 Years","Pedestrians"
"1100","130","740","ISR","NUMBER","CORRECTED","P1Y","2008",3,NA,"Killed","06-09 Years","Pedestrians"
"1100","130","740","JPN","NUMBER","CORRECTED","P1Y","2007",18,NA,"Killed","06-09 Years","Pedestrians"
"1100","370","740","BEL","NUMBER","CORRECTED","P1Y","2013",1,NA,"Killed","Unknown Age","Pedestrians"
"1100","310","740","HUN","NUMBER","CORRECTED","P1Y","2014",57,NA,"Killed","65 Years and more","Pedestrians"
"1100","130","740","JPN","NUMBER","CORRECTED","P1Y","2009",18,NA,"Killed","06-09 Years","Pedestrians"
"1100","230","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","21-24 Years","Pedestrians"
"1100","370","740","IRL","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","Unknown Age","Pedestrians"
"1100","190","740","ESP","NUMBER","CORRECTED","P1Y","2010",12,"f","Killed","18-20 Years","Pedestrians"
"1100","370","740","NOR","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","Unknown Age","Pedestrians"
"1100","310","740","AUT","NUMBER","CORRECTED","P1Y","2008",58,NA,"Killed","65 Years and more","Pedestrians"
"1100","150","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2012",7,NA,"Killed","15-17 Years","Pedestrians"
"1100","310","740","USA","NUMBER","CORRECTED","P1Y","2010",834,NA,"Killed","65 Years and more","Pedestrians"
"1100","240","740","CZE","NUMBER","CORRECTED","P1Y","2007",116,NA,"Killed","25-64 Years","Pedestrians"
"1100","230","740","NOR","NUMBER","CORRECTED","P1Y","2007",0,"f","Killed","21-24 Years","Pedestrians"
"1100","240","740","BEL","NUMBER","CORRECTED","P1Y","2005",35,NA,"Killed","25-64 Years","Pedestrians"
"1100","190","740","USA","NUMBER","CORRECTED","P1Y","2012",188,NA,"Killed","18-20 Years","Pedestrians"
"1100","130","740","SWE","NUMBER","CORRECTED","P1Y","2014",1,NA,"Killed","06-09 Years","Pedestrians"
"1100","240","740","POL","NUMBER","CORRECTED","P1Y","2015",507,NA,"Killed","25-64 Years","Pedestrians"
"1100","150","740","BEL","NUMBER","CORRECTED","P1Y","2009",4,NA,"Killed","15-17 Years","Pedestrians"
"1100","370","740","ITA","NUMBER","CORRECTED","P1Y","2008",29,NA,"Killed","Unknown Age","Pedestrians"
"1100","150","740","GBR","NUMBER","CORRECTED","P1Y","2007",39,"f","Killed","15-17 Years","Pedestrians"
"1100","190","740","ESP","NUMBER","CORRECTED","P1Y","2015",6,NA,"Killed","18-20 Years","Pedestrians"
"1100","190","740","POL","NUMBER","CORRECTED","P1Y","2014",28,NA,"Killed","18-20 Years","Pedestrians"
"1100","240","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2006",274,"f","Killed","25-64 Years","Pedestrians"
"1100","120","740","PRT","NUMBER","CORRECTED","P1Y","2005",6,"f","Killed","00-05 Years","Pedestrians"
"1100","230","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2009",30,"f","Killed","21-24 Years","Pedestrians"
"1100","370","740","AUS","NUMBER","CORRECTED","P1Y","2006",1,NA,"Killed","Unknown Age","Pedestrians"
"1100","150","740","NZL","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","15-17 Years","Pedestrians"
"1100","310","740","LUX","NUMBER","CORRECTED","P1Y","2011",2,NA,"Killed","65 Years and more","Pedestrians"
"1100","130","740","NOR","NUMBER","CORRECTED","P1Y","2008",0,"f","Killed","06-09 Years","Pedestrians"
"1100","140","740","SVN","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","10-14 Years","Pedestrians"
"1100","230","740","NLD","NUMBER","CORRECTED","P1Y","2011",5,NA,"Killed","21-24 Years","Pedestrians"
"1100","230","740","NLD","NUMBER","CORRECTED","P1Y","2014",3,NA,"Killed","21-24 Years","Pedestrians"
"1100","230","740","AUT","NUMBER","CORRECTED","P1Y","2006",6,NA,"Killed","21-24 Years","Pedestrians"
"1100","150","740","ISL","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","15-17 Years","Pedestrians"
"1100","120","740","FIN","NUMBER","CORRECTED","P1Y","2008",1,NA,"Killed","00-05 Years","Pedestrians"
"1100","120","740","FRA","NUMBER","CORRECTED","P1Y","2008",13,NA,"Killed","00-05 Years","Pedestrians"
"1100","310","740","ESP","NUMBER","CORRECTED","P1Y","2013",222,NA,"Killed","65 Years and more","Pedestrians"
"1100","140","740","AUS","NUMBER","CORRECTED","P1Y","2015",4,"p","Killed","10-14 Years","Pedestrians"
"1100","310","740","ESP","NUMBER","CORRECTED","P1Y","2014",177,NA,"Killed","65 Years and more","Pedestrians"
"1100","140","740","ISR","NUMBER","CORRECTED","P1Y","2011",4,NA,"Killed","10-14 Years","Pedestrians"
"1100","140","740","BEL","NUMBER","CORRECTED","P1Y","2006",3,NA,"Killed","10-14 Years","Pedestrians"
"1100","130","740","DNK","NUMBER","CORRECTED","P1Y","2012",1,NA,"Killed","06-09 Years","Pedestrians"
"1100","370","740","NOR","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","Unknown Age","Pedestrians"
"1100","370","740","ISR","NUMBER","CORRECTED","P1Y","2005",0,NA,"Killed","Unknown Age","Pedestrians"
"1100","110","740","CHL","NUMBER","CORRECTED","P1Y","2015",733,NA,"Killed","Total","Pedestrians"
"1100","230","740","KOR","NUMBER","CORRECTED","P1Y","2010",35,NA,"Killed","21-24 Years","Pedestrians"
"1100","140","740","AUT","NUMBER","CORRECTED","P1Y","2013",2,NA,"Killed","10-14 Years","Pedestrians"
"1100","230","740","AUS","NUMBER","CORRECTED","P1Y","2015",4,"p","Killed","21-24 Years","Pedestrians"
"1100","310","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2005",241,"f","Killed","65 Years and more","Pedestrians"
"1100","140","740","CHE","NUMBER","CORRECTED","P1Y","2010",1,"f","Killed","10-14 Years","Pedestrians"
"1100","230","740","BEL","NUMBER","CORRECTED","P1Y","2015",5,NA,"Killed","21-24 Years","Pedestrians"
"1100","120","740","DNK","NUMBER","CORRECTED","P1Y","2013",2,NA,"Killed","00-05 Years","Pedestrians"
"1100","190","740","ISL","NUMBER","CORRECTED","P1Y","2009",0,NA,"Killed","18-20 Years","Pedestrians"
"1100","230","740","BEL","NUMBER","CORRECTED","P1Y","2005",3,NA,"Killed","21-24 Years","Pedestrians"
"1100","240","740","NLD","NUMBER","CORRECTED","P1Y","2007",38,"f","Killed","25-64 Years","Pedestrians"
"1100","110","740","AUS","NUMBER","CORRECTED","P1Y","2015",162,"p","Killed","Total","Pedestrians"
"1100","120","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2005",15,"f","Killed","00-05 Years","Pedestrians"
"1100","230","740","AUT","NUMBER","CORRECTED","P1Y","2013",3,NA,"Killed","21-24 Years","Pedestrians"
"1100","310","740","FIN","NUMBER","CORRECTED","P1Y","2005",20,NA,"Killed","65 Years and more","Pedestrians"
"1100","140","740","NOR","NUMBER","CORRECTED","P1Y","2008",1,"f","Killed","10-14 Years","Pedestrians"
"1100","310","740","AUS","NUMBER","CORRECTED","P1Y","2015",69,"p","Killed","65 Years and more","Pedestrians"
"1100","110","740","ESP","NUMBER","CORRECTED","P1Y","2009",470,"f","Killed","Total","Pedestrians"
"1100","150","740","ITA","NUMBER","CORRECTED","P1Y","2015",9,NA,"Killed","15-17 Years","Pedestrians"
"1100","190","740","GBR","NUMBER","CORRECTED","P1Y","2013",23,NA,"Killed","18-20 Years","Pedestrians"
"1100","370","740","CZE","NUMBER","CORRECTED","P1Y","2007",14,NA,"Killed","Unknown Age","Pedestrians"
"1100","240","740","BEL","NUMBER","CORRECTED","P1Y","2014",53,"b","Killed","25-64 Years","Pedestrians"
"1100","130","740","ISR","NUMBER","CORRECTED","P1Y","2012",5,NA,"Killed","06-09 Years","Pedestrians"
"1100","230","740","FIN","NUMBER","CORRECTED","P1Y","2005",2,NA,"Killed","21-24 Years","Pedestrians"
"1100","310","740","AUT","NUMBER","CORRECTED","P1Y","2006",53,NA,"Killed","65 Years and more","Pedestrians"
"1100","230","740","ISR","NUMBER","CORRECTED","P1Y","2011",6,NA,"Killed","21-24 Years","Pedestrians"
"1100","140","740","SVN","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","10-14 Years","Pedestrians"
"1100","110","740","FRA","NUMBER","CORRECTED","P1Y","2009",496,NA,"Killed","Total","Pedestrians"
"1100","130","740","CZE","NUMBER","CORRECTED","P1Y","2006",2,NA,"Killed","06-09 Years","Pedestrians"
"1100","110","740","GBR","NUMBER","CORRECTED","P1Y","2011",466,NA,"Killed","Total","Pedestrians"
"1100","310","740","LUX","NUMBER","CORRECTED","P1Y","2015",3,NA,"Killed","65 Years and more","Pedestrians"
"1100","240","740","SWE","NUMBER","CORRECTED","P1Y","2011",15,NA,"Killed","25-64 Years","Pedestrians"
"1100","140","740","FIN","NUMBER","CORRECTED","P1Y","2015",3,NA,"Killed","10-14 Years","Pedestrians"
"1100","370","740","NLD","NUMBER","CORRECTED","P1Y","2006",0,"f","Killed","Unknown Age","Pedestrians"
"1100","120","740","CAN","NUMBER","CORRECTED","P1Y","2012",4,NA,"Killed","00-05 Years","Pedestrians"
"1100","230","740","ITA","NUMBER","CORRECTED","P1Y","2012",9,NA,"Killed","21-24 Years","Pedestrians"
"1100","370","740","BEL","NUMBER","CORRECTED","P1Y","2009",0,NA,"Killed","Unknown Age","Pedestrians"
"1100","230","740","CHE","NUMBER","CORRECTED","P1Y","2014",2,NA,"Killed","21-24 Years","Pedestrians"
"1100","150","740","DEU","NUMBER","CORRECTED","P1Y","2014",14,NA,"Killed","15-17 Years","Pedestrians"
"1100","310","740","HUN","NUMBER","CORRECTED","P1Y","2013",58,NA,"Killed","65 Years and more","Pedestrians"
"1100","190","740","LTU","NUMBER","CORRECTED","P1Y","2013",2,NA,"Killed","18-20 Years","Pedestrians"
"1100","140","740","NLD","NUMBER","CORRECTED","P1Y","2008",1,"f","Killed","10-14 Years","Pedestrians"
"1100","240","740","LTU","NUMBER","CORRECTED","P1Y","2014",57,NA,"Killed","25-64 Years","Pedestrians"
"1100","110","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2008",572,"f","Killed","Total","Pedestrians"
"1100","190","740","LTU","NUMBER","CORRECTED","P1Y","2010",3,"f","Killed","18-20 Years","Pedestrians"
"1100","130","740","JPN","NUMBER","CORRECTED","P1Y","2016",16,NA,"Killed","06-09 Years","Pedestrians"
"1100","190","740","ISL","NUMBER","CORRECTED","P1Y","2006",0,NA,"Killed","18-20 Years","Pedestrians"
"1100","370","740","JPN","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","Unknown Age","Pedestrians"
"1100","110","740","AUS","NUMBER","CORRECTED","P1Y","2010",172,NA,"Killed","Total","Pedestrians"
"1100","370","740","USA","NUMBER","CORRECTED","P1Y","2005",48,"f","Killed","Unknown Age","Pedestrians"
"1100","370","740","LUX","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","Unknown Age","Pedestrians"
"1100","370","740","LTU","NUMBER","CORRECTED","P1Y","2011",1,NA,"Killed","Unknown Age","Pedestrians"
"1100","240","740","NZL","NUMBER","CORRECTED","P1Y","2011",12,NA,"Killed","25-64 Years","Pedestrians"
"1100","120","740","SVN","NUMBER","CORRECTED","P1Y","2015",0,NA,"Killed","00-05 Years","Pedestrians"
"1100","370","740","DEU","NUMBER","CORRECTED","P1Y","2011",1,NA,"Killed","Unknown Age","Pedestrians"
"1100","140","740","KOR","NUMBER","CORRECTED","P1Y","2006",37,NA,"Killed","10-14 Years","Pedestrians"
"1100","370","740","IRL","NUMBER","CORRECTED","P1Y","2015",1,"p","Killed","Unknown Age","Pedestrians"
"1100","120","740","KOR","NUMBER","CORRECTED","P1Y","2010",26,NA,"Killed","00-05 Years","Pedestrians"
"1100","110","740","SWE","NUMBER","CORRECTED","P1Y","2014",52,NA,"Killed","Total","Pedestrians"
"1100","150","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2011",17,NA,"Killed","15-17 Years","Pedestrians"
"1100","110","740","HUN","NUMBER","CORRECTED","P1Y","2015",149,NA,"Killed","Total","Pedestrians"
"1100","370","740","ISR","NUMBER","CORRECTED","P1Y","2011",4,NA,"Killed","Unknown Age","Pedestrians"
"1100","310","740","HUN","NUMBER","CORRECTED","P1Y","2009",61,NA,"Killed","65 Years and more","Pedestrians"
"1100","130","740","FIN","NUMBER","CORRECTED","P1Y","2013",1,NA,"Killed","06-09 Years","Pedestrians"
"1100","140","740","NOR","NUMBER","CORRECTED","P1Y","2014",0,NA,"Killed","10-14 Years","Pedestrians"
"1100","140","740","CHE","NUMBER","CORRECTED","P1Y","2011",1,NA,"Killed","10-14 Years","Pedestrians"
"1100","150","740","LUX","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","15-17 Years","Pedestrians"
"1100","240","740","DEU","NUMBER","CORRECTED","P1Y","2007",237,NA,"Killed","25-64 Years","Pedestrians"
"1100","310","740","ITA","NUMBER","CORRECTED","P1Y","2008",367,NA,"Killed","65 Years and more","Pedestrians"
"1100","190","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2006",28,"f","Killed","18-20 Years","Pedestrians"
"1100","130","740","HUN","NUMBER","CORRECTED","P1Y","2011",1,NA,"Killed","06-09 Years","Pedestrians"
"1100","150","740","AUT","NUMBER","CORRECTED","P1Y","2011",3,NA,"Killed","15-17 Years","Pedestrians"
"1100","370","740","CZE","NUMBER","CORRECTED","P1Y","2014",2,NA,"Killed","Unknown Age","Pedestrians"
"1100","190","740","ISR","NUMBER","CORRECTED","P1Y","2011",8,NA,"Killed","18-20 Years","Pedestrians"
"1100","370","740","GRC","NUMBER","CORRECTED","P1Y","2012",8,NA,"Killed","Unknown Age","Pedestrians"
"1100","120","740","CHE","NUMBER","CORRECTED","P1Y","2005",3,"f","Killed","00-05 Years","Pedestrians"
"1100","240","740","CZE","NUMBER","CORRECTED","P1Y","2008",114,NA,"Killed","25-64 Years","Pedestrians"
"1100","130","740","GBR","NUMBER","CORRECTED","P1Y","2006",17,"f","Killed","06-09 Years","Pedestrians"
"1100","120","740","GBR","NUMBER","CORRECTED","P1Y","2010",8,"f","Killed","00-05 Years","Pedestrians"
"1100","230","740","PRT","NUMBER","CORRECTED","P1Y","2011",3,NA,"Killed","21-24 Years","Pedestrians"
"1100","120","740","FRA","NUMBER","CORRECTED","P1Y","2015",7,NA,"Killed","00-05 Years","Pedestrians"
"1100","130","740","KOR","NUMBER","CORRECTED","P1Y","2007",56,NA,"Killed","06-09 Years","Pedestrians"
"1100","120","740","FRA","NUMBER","CORRECTED","P1Y","2014",11,NA,"Killed","00-05 Years","Pedestrians"
"1100","310","740","JPN","NUMBER","CORRECTED","P1Y","2007",1530,NA,"Killed","65 Years and more","Pedestrians"
"1100","130","740","GRC","NUMBER","CORRECTED","P1Y","2009",2,NA,"Killed","06-09 Years","Pedestrians"
"1100","140","740","ESP","NUMBER","CORRECTED","P1Y","2013",4,NA,"Killed","10-14 Years","Pedestrians"
"1100","230","740","GRC","NUMBER","CORRECTED","P1Y","2015",4,NA,"Killed","21-24 Years","Pedestrians"
"1100","230","740","IRL","NUMBER","CORRECTED","P1Y","2015",4,"p","Killed","21-24 Years","Pedestrians"
"1100","240","740","USA","NUMBER","CORRECTED","P1Y","2005",2892,"f","Killed","25-64 Years","Pedestrians"
"1100","370","740","FRA","NUMBER","CORRECTED","P1Y","2012",0,NA,"Killed","Unknown Age","Pedestrians"
"1100","230","740","ESP","NUMBER","CORRECTED","P1Y","2009",13,"f","Killed","21-24 Years","Pedestrians"
"1100","110","740","ITA","NUMBER","CORRECTED","P1Y","2006",758,NA,"Killed","Total","Pedestrians"
"1100","230","740","DNK","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","21-24 Years","Pedestrians"
"1100","240","740","CZE","NUMBER","CORRECTED","P1Y","2006",100,NA,"Killed","25-64 Years","Pedestrians"
"1100","150","740","CZE","NUMBER","CORRECTED","P1Y","2011",1,NA,"Killed","15-17 Years","Pedestrians"
"1100","110","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2007",17,"f","Killed","Total","Pedestrians"
"1100","140","740","JPN","NUMBER","CORRECTED","P1Y","2016",5,NA,"Killed","10-14 Years","Pedestrians"
"1100","150","740","SWE","NUMBER","CORRECTED","P1Y","2011",1,NA,"Killed","15-17 Years","Pedestrians"
