"POWERCODE","SUBJECT","UNIT","LOCATION","SEX","FREQUENCY","TIME_FORMAT","REFERENCEPERIOD","obsTime","obsValue","OBS_STATUS","UNIT_label","SUBJECT_label","POWERCODE_label"
"3","YP99TTL1_ST","PER","LVA","MA","A","P1Y",NA,"2005",1027.083,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","LVA","MA","A","P1Y",NA,"2006",1017.924,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1960",3863.452,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1961",3965.663,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1962",4067.875,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1963",4170.087,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1964",4272.299,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1965",4374.51,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","FE","A","P1Y",NA,"1981",28632,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","RUS","MA","A","P1Y",NA,"2004",66884,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1967",4563.274,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1969",4752.038,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1970",4846.421,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","FE","A","P1Y",NA,"1986",29038,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1972",5018.435,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1973",5104.442,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1974",5190.45,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","FE","A","P1Y",NA,"1990",29166,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","FE","A","P1Y",NA,"1991",29168,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","FE","A","P1Y",NA,"1992",29220,"B","Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","RUS","FE","A","P1Y",NA,"1953",60904.39,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","RUS","FE","A","P1Y",NA,"1954",61740.78,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1981",5754.812,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1982",5848.344,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1983",5941.876,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1984",6035.408,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1985",6128.94,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1986",6236.567,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1987",6344.193,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1988",6451.819,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1989",6559.446,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1990",6667.074,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"1969",614.872,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"1970",622.588,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1993",7031.143,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1994",7152.502,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1995",7273.859,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1996",7374.58,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1997",7475.308,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1998",7576.035,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"1999",7676.759,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"2000",7777.484,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"2001",7864.927,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"2002",7909.306,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"2003",7995.436,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"2004",8078.669,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"2005",8161.508,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"2006",8245.722,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"2007",8333.145,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"2008",8425.434,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"2009",8521.979,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"2010",8618.263,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"2011",8714.153,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"2012",8809.706,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"2013",8904.221,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","FE","A","P1Y",NA,"2014",8999.329,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"1993",694.652,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"1994",678.632,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"1995",665.309,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"1996",654.422,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","TT","A","P1Y",NA,"1959",1198.895,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","IRL","MA","A","P1Y",NA,"1981",1729.4,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUS","FE","A","P1Y",NA,"1994",8942,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"2004",146.697,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ISL","MA","A","P1Y",NA,"2005",148.449,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"2002",642.145,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"2003",637.72,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"2004",633.58,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"2005",629.82,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"2006",626.095,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"2007",623.155,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"2008",621.685,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"2009",621.06,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"2010",620.25,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"2011",618.919,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"2012",617.153,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","EST","MA","A","P1Y",NA,"2013",615.543,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","RUS","FE","A","P1Y",NA,"2011",76848,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","RUS","FE","A","P1Y",NA,"2012",76947,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","RUS","FE","A","P1Y",NA,"2013",77056.79,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","TT","A","P1Y",NA,"1963",8245.284,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","TT","A","P1Y",NA,"1964",8445.953,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","GRC","FE","A","P1Y",NA,"1960",4289.128,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","IRL","MA","A","P1Y",NA,"2004",2011.9,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","TT","A","P1Y",NA,"1982",55995,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","TT","A","P1Y",NA,"1983",56228,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CZE","TT","A","P1Y",NA,"1963",9668.741,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","IDN","TT","A","P1Y",NA,"1986",165766.1,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","GRC","FE","A","P1Y",NA,"1966",4424.236,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","GRC","FE","A","P1Y",NA,"1967",4456.726,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","IDN","TT","A","P1Y",NA,"1987",169018.8,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","IDN","TT","A","P1Y",NA,"1988",172244.5,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","IDN","TT","A","P1Y",NA,"1989",175454.3,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","IDN","TT","A","P1Y",NA,"1990",178633.2,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","IDN","TT","A","P1Y",NA,"1991",181786.3,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","IDN","TT","A","P1Y",NA,"1992",184916.8,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CZE","TT","A","P1Y",NA,"1972",9868.379,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CZE","TT","A","P1Y",NA,"1973",9919.519,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CZE","TT","A","P1Y",NA,"1974",9994.761,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CZE","TT","A","P1Y",NA,"1975",10062.37,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CZE","TT","A","P1Y",NA,"1976",10128.22,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","TT","A","P1Y",NA,"1950",6935.1,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","TT","A","P1Y",NA,"1951",6935.451,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","TT","A","P1Y",NA,"1952",6927.772,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","TT","A","P1Y",NA,"1953",6932.483,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","FE","A","P1Y",NA,"1995",18984.17,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","FE","A","P1Y",NA,"1996",19284.85,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","FE","A","P1Y",NA,"1997",19571.78,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","FE","A","P1Y",NA,"1998",19848.9,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","GRC","FE","A","P1Y",NA,"1989",5124.29,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","GRC","FE","A","P1Y",NA,"1990",5157.316,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","GRC","FE","A","P1Y",NA,"1991",5203.057,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","GRC","FE","A","P1Y",NA,"1992",5251.942,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","GRC","FE","A","P1Y",NA,"1993",5293.586,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","TT","A","P1Y",NA,"1997",14796.08,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","TT","A","P1Y",NA,"1998",14996.65,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","TT","A","P1Y",NA,"1999",15197.21,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","TT","A","P1Y",NA,"2000",15397.78,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","TT","A","P1Y",NA,"2001",15571.68,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","TT","A","P1Y",NA,"2002",15668.27,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","CHL","TT","A","P1Y",NA,"2003",15837.84,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","MA","A","P1Y",NA,"1985",15192,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","MA","A","P1Y",NA,"1986",15507.7,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","MA","A","P1Y",NA,"1987",15832.67,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","MA","A","P1Y",NA,"1988",16163.98,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","MA","A","P1Y",NA,"1989",16500.37,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","MA","A","P1Y",NA,"1990",16838.33,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","MA","A","P1Y",NA,"1991",17183.45,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","MA","A","P1Y",NA,"1992",17524.12,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","MA","A","P1Y",NA,"1993",17862.79,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","MA","A","P1Y",NA,"1994",18182.23,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","MA","A","P1Y",NA,"1995",18488.02,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","MA","A","P1Y",NA,"1996",18783.2,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","MA","A","P1Y",NA,"1997",19063.91,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","MA","A","P1Y",NA,"1998",19335.55,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","MA","A","P1Y",NA,"1999",19605.58,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","COL","MA","A","P1Y",NA,"2000",19883.77,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1955",14187,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1956",14446,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1957",14684,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1958",14907,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1959",15137,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1960",15260,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1961",15467,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1962",15638,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1963",15814,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1964",16046,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1965",16209,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1966",16303,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1967",16422,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1968",16612,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1969",16735,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1970",16730,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1971",16869,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1972",17000,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1973",17147,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1974",17308,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1975",17470,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DNK","TT","A","P1Y",NA,"1984",5111.619,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1976",17639,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1977",17807,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1978",17966,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1979",18079,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1980",18243,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1981",18409,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1982",18571,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1983",18744,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1984",18914,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1985",19059,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1986",19188,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1987",19294,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1988",19395,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1989",19445,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1990",19497,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1991",19542,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1992",19581,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1993",19611,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1994",19631,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1995",19649,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1996",19666,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1997",19682,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"1998",19693,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"1983",32058,"B","Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"1984",31934,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","DEU","FE","A","P1Y",NA,"1985",31843,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"2002",19715,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"2003",19702,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"2004",19702,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"2005",19700,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"2006",19696,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"2007",19699,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"2008",19708,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"2009",19730,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"1991",73723.06,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"1992",74896.08,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"1993",76063.26,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"2013",19868,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","POL","FE","A","P1Y",NA,"2014",19861,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"1996",79579.12,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"1997",80755.82,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"1998",81940.24,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"1999",83139.27,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"2000",84350.72,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"2001",84095.83,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"2002",85382.01,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"2003",86517.45,"B","Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"2004",89364.72,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"2005",90493.09,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"2006",91532.13,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"2007",92734.23,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"2008",93462.75,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"2009",94472.89,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"2010",94792.95,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"2011",95990.98,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"2012",97180.71,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","BRA","MA","A","P1Y",NA,"2013",97894.2,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1965",24723,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1966",24921,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1967",25176,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1968",25367,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1969",25520,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1970",25704,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1971",25889,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1972",26072,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1973",26244,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","ITA","MA","A","P1Y",NA,"1974",26499,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","FE","A","P1Y",NA,"1962",3804.16,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","FE","A","P1Y",NA,"1963",3825.303,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","FE","A","P1Y",NA,"1964",3847.087,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","FE","A","P1Y",NA,"1965",3867.159,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","FE","A","P1Y",NA,"1966",3888.179,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","FE","A","P1Y",NA,"1967",3911.079,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","FE","A","P1Y",NA,"1968",3927.525,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","FE","A","P1Y",NA,"1969",3938.494,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","FE","A","P1Y",NA,"1970",3949.062,NA,"Persons","Population","Thousands"
"3","YP99TTL1_ST","PER","AUT","FE","A","P1Y",NA,"1971",3962.948,NA,"Persons","Population","Thousands"
